Comunidades;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2004;392
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2003;353
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2002;278
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2001;215
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2000;169
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;1999;142
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;1998;123
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2020;1,84
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2019;1,59
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2018;1,41
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2017;1,23
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2016;1,10
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2015;1,03
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2014;1,01
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2013;1,10
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2012;1,07
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2011;1,00
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2010;0,95
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2009;0,91
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2008;0,86
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2007;0,78
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2006;0,89
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2005;0,78
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2004;0,65
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2003;0,57
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2002;0,47
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2001;0,37
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;2000;0,31
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;1999;0,28
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Ambos sexos;1998;0,26
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2020;1,64
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2019;1,46
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2018;1,29
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2017;1,17
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2016;1,01
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2015;0,95
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2014;0,95
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2013;1,05
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2012;1,00
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2011;0,93
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2010;0,89
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2009;0,85
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2008;0,79
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2007;0,75
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2006;0,82
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2005;0,73
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2004;0,63
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2003;0,54
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2002;0,46
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2001;0,37
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;2000;0,33
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;1999;0,31
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Hombres;1998;0,30
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2020;2,00
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2019;1,70
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2018;1,50
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2017;1,27
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2016;1,17
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2015;1,08
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2014;1,05
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2013;1,14
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2012;1,12
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2011;1,05
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2010;0,99
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2009;0,96
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2008;0,91
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2007;0,80
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2006;0,95
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2005;0,82
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2004;0,66
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2003;0,60
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2002;0,47
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2001;0,37
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;2000;0,30
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;1999;0,25
NAVARRA, COMUNIDAD FORAL DE;65 y más;% Extranjeros;Mujeres;1998;0,23
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2020;2.220.504
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2019;2.207.776
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2018;2.199.088
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2017;2.194.158
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2016;2.189.534
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2015;2.189.257
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2014;2.188.985
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2013;2.191.682
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2012;2.193.093
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2011;2.184.606
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2010;2.178.339
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2009;2.172.175
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2008;2.157.112
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2007;2.141.860
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2006;2.133.684
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2005;2.124.846
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2004;2.115.279
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2003;2.112.204
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2002;2.108.281
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2001;2.101.478
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;2000;2.098.596
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;1999;2.100.441
PAÍS VASCO;TOTAL EDADES;TOTAL;Ambos sexos;1998;2.098.628
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2020;1.079.452
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2019;1.073.074
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2018;1.068.750
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2017;1.066.905
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2016;1.065.580
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2015;1.065.925
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2014;1.066.369
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2013;1.068.746
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2012;1.070.438
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2011;1.066.872
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2010;1.064.708
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2009;1.062.412
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2008;1.055.150
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2007;1.046.795
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2006;1.043.849
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2005;1.040.525
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2004;1.035.863
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2003;1.034.326
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2002;1.032.209
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2001;1.028.392
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;2000;1.026.651
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;1999;1.028.146
PAÍS VASCO;TOTAL EDADES;TOTAL;Hombres;1998;1.026.915
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2020;1.141.052
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2019;1.134.702
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2018;1.130.338
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2017;1.127.253
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2016;1.123.954
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2015;1.123.332
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2014;1.122.616
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2013;1.122.936
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2012;1.122.655
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2011;1.117.734
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2010;1.113.631
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2009;1.109.763
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2008;1.101.962
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2007;1.095.065
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2006;1.089.835
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2005;1.084.321
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2004;1.079.416
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2003;1.077.878
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2002;1.076.072
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2001;1.073.086
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;2000;1.071.945
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;1999;1.072.295
PAÍS VASCO;TOTAL EDADES;TOTAL;Mujeres;1998;1.071.713
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2020;2.040.252
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2019;2.043.968
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2018;2.047.569
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2017;2.051.122
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2016;2.050.109
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2015;2.051.441
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2014;2.047.669
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2013;2.042.805
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2012;2.041.199
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2011;2.039.350
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2010;2.038.970
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2009;2.039.310
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2008;2.039.775
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2007;2.043.336
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2006;2.048.142
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2005;2.051.952
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2004;2.056.113
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2003;2.062.973
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2002;2.069.873
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2001;2.074.040
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;2000;2.077.456
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;1999;2.083.648
PAÍS VASCO;TOTAL EDADES;Españoles;Ambos sexos;1998;2.083.430
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2020;989.606
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2019;991.381
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2018;993.197
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2017;995.147
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2016;995.231
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2015;996.119
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2014;994.745
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2013;992.781
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2012;992.290
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2011;992.183
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2010;992.808
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2009;993.521
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2008;994.791
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2007;996.979
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2006;1.000.355
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2005;1.003.142
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2004;1.005.484
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2003;1.009.012
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2002;1.012.668
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2001;1.014.697
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;2000;1.016.109
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;1999;1.019.721
PAÍS VASCO;TOTAL EDADES;Españoles;Hombres;1998;1.019.233
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2020;1.050.646
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2019;1.052.587
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2018;1.054.372
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2017;1.055.975
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2016;1.054.878
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2015;1.055.322
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2014;1.052.924
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2013;1.050.024
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2012;1.048.909
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2011;1.047.167
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2010;1.046.162
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2009;1.045.789
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2008;1.044.984
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2007;1.046.357
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2006;1.047.787
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2005;1.048.810
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2004;1.050.629
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2003;1.053.961
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2002;1.057.205
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2001;1.059.344
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;2000;1.061.347
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;1999;1.063.927
PAÍS VASCO;TOTAL EDADES;Españoles;Mujeres;1998;1.064.197
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2020;180.252
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2019;163.808
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2018;151.519
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2017;143.036
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2016;139.425
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2015;137.816
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2014;141.316
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2013;148.877
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2012;151.894
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2011;145.256
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2010;139.369
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2009;132.865
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2008;117.337
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2007;98.524
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2006;85.542
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2005;72.894
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2004;59.166
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2003;49.231
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2002;38.408
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2001;27.438
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;2000;21.140
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;1999;16.793
PAÍS VASCO;TOTAL EDADES;Extranjeros;Ambos sexos;1998;15.198
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2020;89.846
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2019;81.693
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2018;75.553
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2017;71.758
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2016;70.349
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2015;69.806
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2014;71.624
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2013;75.965
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2012;78.148
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2011;74.689
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2010;71.900
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2009;68.891
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2008;60.359
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2007;49.816
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2006;43.494
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2005;37.383
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2004;30.379
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2003;25.314
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2002;19.541
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2001;13.695
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;2000;10.542
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;1999;8.425
PAÍS VASCO;TOTAL EDADES;Extranjeros;Hombres;1998;7.682
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2020;90.406
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2019;82.115
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2018;75.966
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2017;71.278
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2016;69.076
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2015;68.010
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2014;69.692
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2013;72.912
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2012;73.746
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2011;70.567
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2010;67.469
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2009;63.974
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2008;56.978
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2007;48.708
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2006;42.048
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2005;35.511
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2004;28.787
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2003;23.917
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2002;18.867
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2001;13.742
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;2000;10.598
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;1999;8.368
PAÍS VASCO;TOTAL EDADES;Extranjeros;Mujeres;1998;7.516
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;8,12
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;7,42
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2018;6,89
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2017;6,52
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2016;6,37
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2015;6,30
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2014;6,46
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2013;6,79
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2012;6,93
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2011;6,65
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2010;6,40
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2009;6,12
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2008;5,44
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2007;4,60
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2006;4,01
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2005;3,43
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2004;2,80
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2003;2,33
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2002;1,82
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2001;1,31
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;2000;1,01
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;1999;0,80
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Ambos sexos;1998;0,72
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2020;8,32
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2019;7,61
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2018;7,07
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2017;6,73
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2016;6,60
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2015;6,55
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2014;6,72
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2013;7,11
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2012;7,30
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2011;7,00
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2010;6,75
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2009;6,48
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2008;5,72
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2007;4,76
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2006;4,17
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2005;3,59
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2004;2,93
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2003;2,45
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2002;1,89
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2001;1,33
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;2000;1,03
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;1999;0,82
PAÍS VASCO;TOTAL EDADES;% Extranjeros;Hombres;1998;0,75
